@relation ExperienciaSalto

@attribute fuerzaX numeric
@attribute fuerzaY numeric
@attribute alturaObjetivo numeric
@attribute distanciaObjetivo numeric
@attribute llegaAPlataforma {no,si}

@data
1100,1868.963013,18.166714,91.56588,no
1150,1868.980469,18.167049,91.56588,no
1200,1869.200562,18.171329,91.56588,no
1250,1869.025269,18.167923,91.56588,no
1300,1868.992676,18.16729,91.56588,no
1350,1868.969971,18.166847,91.56588,no
1400,1869.200562,18.171329,91.56588,no
1450,1869.025269,18.167923,91.56588,no
1500,1868.968262,18.166813,91.56588,no
1550,1868.876831,18.165037,91.56588,no
1600,1869.027832,18.167973,91.56588,si
1650,1868.968262,18.166813,91.56588,si
1700,1868.968262,18.166813,91.56588,si
1750,1868.984009,18.167122,91.56588,si
1800,1868.968262,18.166813,91.56588,no
1850,1868.876831,18.165037,91.56588,no
1900,1868.963013,18.166714,91.56588,no
1950,1868.963257,18.166716,91.56588,no
2000,1869.012207,18.167667,91.56588,no
2050,1869.200562,18.171329,91.56588,no
2100,1868.963013,18.166714,91.56588,no
2150,1868.877197,18.165043,91.56588,no
2200,1869.1875,18.171076,91.56588,no
2250,1868.983154,18.167103,91.56588,no
2300,1869.025269,18.167923,91.56588,no
2350,1869.1875,18.171076,91.56588,no
2400,1868.876343,18.165024,91.562035,no
2450,1868.992676,18.16729,91.55352,no
2500,1868.984741,18.167133,91.216331,no
2550,1869.025269,18.167923,90.960075,no
2600,1868.963013,18.166712,89.924431,no
2650,1869.200562,18.171329,89.731117,no
2700,1868.876831,18.165037,89.056427,no
2750,1868.993408,18.167301,88.553307,no
2800,1870.063232,18.188107,88.437416,no
2850,1869.025269,18.167923,88.172562,no
2900,1868.876343,18.165024,87.324371,no
2950,1868.876831,18.165037,86.558487,no
3000,1868.963257,18.166716,86.121346,no
3050,1869.025269,18.167923,86.233566,no
3100,1870.063232,18.188107,85.658447,no
3150,1868.877197,18.165043,85.130409,no
0,2547.756592,33.759094,7.921484,si
50,2547.77002,33.759449,15.600295,no
100,2547.760254,33.759193,15.600295,no
150,2547.769287,33.75943,15.600295,si
200,2547.760254,33.759193,15.600295,si
250,2547.77002,33.759449,15.600295,si
300,2547.77002,33.759449,15.600295,si
350,2547.77002,33.759449,15.600295,no
400,2547.804199,33.760353,15.600295,no
450,2547.921387,33.763458,15.600295,no
500,2547.930908,33.76371,15.600295,no
550,2547.930908,33.76371,15.600295,no
600,2547.693359,33.757416,15.600295,si
650,2547.760254,33.759193,15.600295,si
700,2547.828857,33.761009,15.600295,si
750,2547.783691,33.759811,15.600295,si
800,2548.855225,33.788216,15.600295,si
850,2547.815918,33.760662,15.600295,si
900,2549.245117,33.798553,15.600295,si
950,2547.989258,33.765255,15.600295,si
1000,2548.089355,33.76791,15.600295,si
1050,2547.772705,33.759514,15.600295,si
1100,2548.089355,33.76791,15.600295,si
1150,2548.855225,33.788216,15.600295,si
1200,2547.772705,33.759514,15.600295,si
1250,2547.835693,33.761192,15.600295,si
1300,2548.773682,33.786049,15.600295,si
1350,2547.772705,33.759514,15.600295,si
1400,2547.774658,33.759575,15.600295,si
1450,2547.815918,33.760662,15.600295,si
1500,2549.356445,33.801498,15.600295,si
1550,2547.828857,33.761009,15.600295,no
0,1956.651489,19.911404,15.281565,no
50,1956.668945,19.911758,15.281565,no
100,1956.656372,19.911503,15.281565,no
150,1956.651489,19.911404,15.281565,si
200,1956.671997,19.911819,15.281565,si
250,1956.668945,19.911758,15.281565,si
300,1956.656372,19.911503,15.281565,si
350,1956.671631,19.911812,15.281565,si
400,1956.656372,19.911503,15.281565,no
450,1956.865845,19.915766,15.281565,no
500,1956.569214,19.909727,15.281565,no
550,1956.651489,19.911404,15.281565,no
600,1956.569214,19.909727,15.281565,no
650,1956.878296,19.916019,15.281565,no
700,1957.702393,19.932796,15.281565,no
750,1956.569214,19.909727,15.281565,no
800,1956.878296,19.916019,15.281565,si
850,1956.671631,19.911812,15.281565,si
900,1956.656372,19.911503,15.281565,si
950,1956.672607,19.911831,15.281565,si
1000,1956.954102,19.917564,15.281565,si
1050,1956.672119,19.911823,15.281565,si
1100,1957.428833,19.927227,15.281565,si
1150,1956.672119,19.911823,15.281565,si
1200,1957.428833,19.927227,15.281565,si
1250,1956.673096,19.911842,15.281565,si
1300,1956.745605,19.913319,15.281565,si
1350,1956.672119,19.911823,15.281565,si
1400,1956.675049,19.911884,15.281565,si
1450,1956.672119,19.911823,15.281565,si
1500,1957.084595,19.920219,15.281565,si
1550,1956.673096,19.911842,15.281565,si
1600,1956.954102,19.917564,15.281565,si
1650,1956.672119,19.911823,15.281565,si
1700,1956.68689,19.912123,15.281565,si
0,2565.929199,34.242401,48.058922,no
50,2565.926514,34.242336,48.058922,no
100,2565.926514,34.242336,48.058922,no
150,2565.926514,34.242336,48.058922,no
200,2565.917236,34.242081,48.056179,no
250,2565.913574,34.241982,48.058922,no
300,2565.913574,34.241982,48.058922,no
350,2565.949219,34.242935,48.058922,no
400,2565.934814,34.242558,48.058922,no
450,2565.850342,34.240303,48.058922,no
500,2566.086182,34.246597,48.058922,no
550,2566.714844,34.263374,48.058922,no
600,2565.850342,34.240303,48.058922,si
650,2565.926514,34.242336,48.058922,si
700,2565.926514,34.242336,48.058922,si
750,2565.917236,34.242081,48.058922,si
800,2565.928711,34.24239,48.058922,no
850,2565.913574,34.241982,48.058922,no
900,2566.714844,34.263374,48.058922,no
950,2565.913574,34.241982,48.058922,no
1000,2566.086182,34.246597,48.058922,no
1050,2565.926025,34.242317,48.058922,no
1100,2566.076904,34.246346,48.058922,no
1150,2565.92334,34.242249,48.058922,no
1200,2565.913574,34.241982,48.058922,no
1250,2565.928711,34.24239,48.058922,no
1300,2565.929199,34.242409,48.058922,no
1350,2566.714844,34.263374,48.058922,no
1400,2565.913574,34.241982,48.058922,no
1450,2565.913574,34.241982,48.058922,no
1500,2565.929199,34.242401,48.058922,no
1550,2566.076904,34.246346,48.058922,no
1600,2565.926514,34.242336,48.058922,no
1650,2566.086182,34.246597,48.058922,no
1700,2565.850342,34.240303,48.058922,no
1750,2565.850342,34.240303,48.058922,no
1800,2566.076904,34.246346,48.058922,no
1850,2565.913574,34.241982,48.058922,no
1900,2566.714844,34.263374,48.058922,no
1950,2566.076904,34.246346,48.058922,no
2000,2565.913574,34.241982,48.058922,no
2050,2565.850342,34.240303,48.058922,no
2100,2566.076904,34.246346,48.058922,no
2150,2565.927002,34.242344,48.058922,no
0,2609.706543,35.420788,85.142227,no
50,2609.675049,35.419933,85.142227,no
100,2609.675049,35.419933,85.142227,no
150,2609.665527,35.419678,85.142227,no
200,2609.675049,35.419933,85.142227,no
250,2609.666748,35.419712,85.142227,no
300,2609.683105,35.420155,85.142227,no
350,2610.449951,35.440971,85.142227,no
400,2609.661865,35.419579,85.142227,no
450,2609.677246,35.419998,85.142227,no
500,2609.82251,35.423943,85.142227,no
550,2610.449951,35.440971,85.142227,no
600,2609.666748,35.419712,85.142227,no
650,2609.832031,35.424194,85.142227,no
700,2609.661865,35.419579,85.142227,no
750,2610.449951,35.440971,85.142227,no
800,2609.600098,35.4179,85.142227,no
850,2610.449951,35.440971,85.142227,no
900,2609.600098,35.4179,85.142227,no
950,2610.449951,35.440971,85.142227,no
1000,2609.600098,35.4179,85.142227,no
1050,2609.661865,35.419579,85.142227,no
1100,2610.449951,35.440971,85.142227,si
1150,2609.675049,35.419933,85.142227,si
1200,2609.665527,35.419678,85.142227,si
1250,2609.675049,35.419933,85.142227,si
1300,2609.677002,35.419987,85.142227,no
1350,2609.600098,35.4179,85.142227,no
1400,2610.449951,35.440971,85.142227,no
1450,2609.600098,35.4179,85.142227,no
1500,2610.449951,35.440971,85.142227,no
1550,2609.832031,35.424194,85.142227,no
1600,2609.832031,35.424194,85.142227,no
1650,2609.600098,35.4179,85.142227,no
1700,2609.600098,35.4179,85.142227,no
1750,2609.674072,35.419914,85.142227,no
1800,2609.661865,35.419579,85.142227,no
1850,2609.706543,35.420788,85.142227,no
1900,2609.600098,35.4179,85.142227,no
1950,2610.449951,35.440971,85.142227,no
2000,2609.82251,35.423943,85.142227,no
2050,2609.677734,35.420006,85.142227,no
2100,2609.706543,35.420788,85.142227,no
2150,2609.82251,35.423943,85.142227,no
2200,2609.600098,35.4179,85.142227,no
2250,2609.600098,35.4179,85.142227,no
2300,2609.600098,35.4179,85.142227,no
2350,2609.683105,35.420155,85.142227,no
2400,2609.600098,35.4179,85.142227,no
2450,2609.600098,35.4179,85.142227,no
2500,2609.677002,35.419994,85.142227,no
2550,2609.708252,35.420837,85.142227,no
2600,2609.600098,35.4179,85.142227,no
2650,2609.832031,35.424194,85.142227,no
0,2412.915771,30.280237,38.976776,no
50,2412.996826,30.282269,38.976776,no
100,2412.986816,30.282015,38.975403,no
150,2412.986572,30.282013,38.975403,no
200,2412.986572,30.282013,38.976776,no
250,2412.998779,30.282322,38.976776,no
300,2412.915771,30.280237,38.976776,no
350,2412.996826,30.282269,38.976776,no
400,2412.99585,30.282249,38.976776,no
450,2413.156494,30.286276,38.976776,no
500,2412.982666,30.281914,38.976776,si
550,2412.999512,30.282333,38.976776,si
600,2412.999512,30.282333,38.976776,si
650,2412.999512,30.282333,38.976776,si
700,2412.996826,30.282269,38.976776,no
750,2413.032715,30.283173,38.976776,no
800,2412.982666,30.281914,38.976776,no
850,2413.834961,30.303307,38.976776,no
900,2413.834961,30.303307,38.976776,no
950,2412.915771,30.280237,38.976776,no
1000,2413.031006,30.283123,38.976776,no
1050,2413.166504,30.28653,38.976776,no
1100,2413.166504,30.28653,38.976776,no
1150,2413.834961,30.303307,38.976776,no
1200,2412.982666,30.281914,38.976776,no
1250,2413.166504,30.28653,38.976776,no
1300,2412.999268,30.282328,38.976776,no
1350,2413.834961,30.303307,38.976776,no
1400,2413.032715,30.283173,38.976776,no
1450,2412.915771,30.280237,38.976776,no
1500,2413.834961,30.303307,38.976776,no
